"","stock.id","species","stock.name","lat","lon","region","ocean.basin","state","begin","end","n.years","m.spawners","m.recruits","source","url","comments","age"
"48",48,"Sockeye","Fred Wright-Sockeye","54.99","-130.02","Nass","SEAK","BC",1982,2012,18,8.42311111111111,31.1158888888889,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"49",49,"Sockeye","Owikeno-Sockeye","51.68","-127.306","Central Coast","WC","BC",1954,2011,58,554.509965517241,790.285482758621,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"50",50,"Sockeye","Canoona-Sockeye","53.08","-128.555","Central Coast","WC","BC",1975,2014,31,3.34516129032258,5.47990322580645,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"51",51,"Sockeye","Evelyn-Sockeye","53.56","-128.958","Central Coast","WC","BC",1954,2014,49,1.6930612244898,3.46151020408163,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"52",52,"Sockeye","Kainet Creek-Sockeye","52.75","-127.886","Central Coast","WC","BC",1956,2013,37,2.03135135135135,4.78821621621622,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"53",53,"Sockeye","Kitlope-Sockeye","52.246","-127.892","Central Coast","WC","BC",1954,2014,51,37.7745098039216,61.0522745098039,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"54",54,"Sockeye","Bloomfield-Sockeye","52.87","-128.69","Central Coast","WC","BC",1954,2008,44,1.43,2.54125,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"55",55,"Sockeye","Devon-Sockeye","53.45","-129.787","Central Coast","WC","BC",1960,2002,39,7.35897435897436,9.2014358974359,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"56",56,"Sockeye","Hartley Bay-Sockeye","53.42","-129.247","Central Coast","WC","BC",1955,2014,31,1.41322580645161,2.42777419354839,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"57",57,"Sockeye","Kadjusdis River-Sockeye","52.16","-128.046","Central Coast","WC","BC",1954,2006,29,3.69337931034483,10.7024137931034,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"58",58,"Sockeye","Keecha-Sockeye","53.31","-129.825","Central Coast","WC","BC",1960,2001,19,5.26315789473684,6.965,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"59",59,"Sockeye","Koeye-Sockeye","51.77","-127.885","Central Coast","WC","BC",1954,2015,30,5.32106666666667,13.3749333333333,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"60",60,"Sockeye","Kooryet-Sockeye","53.34","-129.867","Central Coast","WC","BC",1960,1994,19,6.63157894736842,6.53347368421053,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"61",61,"Sockeye","Lowe-Simpson-Weir-Sockeye","53.56","-129.574","Central Coast","WC","BC",1960,1995,26,13.6461538461538,11.9917307692308,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"62",62,"Sockeye","Mary Cove Creek-Sockeye","52.61","-128.45","Central Coast","WC","BC",1954,1996,33,3.20866666666667,6.65881818181818,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"63",63,"Sockeye","Mikado-Sockeye","53.43","-129.836","Central Coast","WC","BC",1960,2001,33,4.53030303030303,5.86657575757576,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"64",64,"Sockeye","Namu-Sockeye","51.86","-127.868","Central Coast","WC","BC",1954,2015,25,4.6208,6.71048,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"65",65,"Sockeye","Port John-Sockeye","52.12","-127.852","Central Coast","WC","BC",1954,2010,18,1.07622222222222,2.06083333333333,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"66",66,"Sockeye","Tankeeah River-Sockeye","52.29","-128.259","Central Coast","WC","BC",1954,2008,37,4.97702702702703,12.8228918918919,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"67",67,"Sockeye","Tsimtack-Moore-Roger-Sockeye","53.36","-129.46","Central Coast","WC","BC",1960,2011,16,4.055625,6.7899375,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"68",68,"Sockeye","Yeo-Sockeye","52.295","-128.115","Central Coast","WC","BC",1954,2008,27,1.31074074074074,2.37744444444444,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"69",69,"Sockeye","Nimpkish-Sockeye","50.576","-126.96","Vancouver Island","WC","BC",1970,2012,43,58.3751395348837,65.4799302325581,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"70",70,"Sockeye","Awun-Sockeye","53.665","-132.523","Haida Gwaii","SEAK","BC",1957,2016,53,6.55094339622641,8.28066037735849,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"71",71,"Sockeye","Marian-Eden-Sockeye","53.975","-132.643","Haida Gwaii","SEAK","BC",1954,2016,45,14.0711111111111,16.1758222222222,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"72",72,"Sockeye","Mercer-Sockeye","53.59","-132.907","Haida Gwaii","SEAK","BC",1954,2013,35,7.89142857142857,9.72562857142857,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"73",73,"Sockeye","Skidegate-Sockeye","53.167","-131.789","Haida Gwaii","SEAK","BC",1956,2016,60,22.6665166666667,25.324,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"74",74,"Sockeye","Yakoun-Sockeye","53.682","-132.235","Haida Gwaii","SEAK","BC",1957,2016,54,15.5759259259259,20.1364074074074,"Salmon Watersheds Program, PSF, 2022",NA,NA,NA
"75",75,"Sockeye","Kvichak-Sockeye","57.5","-157.6","Bristol Bay","BS","AK",1963,2014,52,4897.16275,10382.631,"A. Munro,2023",NA,NA,NA
"76",76,"Sockeye","Alagnak-Sockeye","58.25","-157.38","Bristol Bay","BS","AK",1963,2014,52,824.483788461539,2010.94476923077,"A. Munro,2023",NA,NA,NA
"77",77,"Sockeye","Naknek-Sockeye","58.78","-157.08","Bristol Bay","BS","AK",1963,2014,52,1408.97588461538,4400.85361538462,"A. Munro,2023",NA,NA,NA
"78",78,"Sockeye","Ugashik-Sockeye","58.85","-158.5","Bristol Bay","BS","AK",1963,2014,52,924.810923076923,3356.57598076923,"A. Munro,2023",NA,NA,NA
"79",79,"Sockeye","Egegik-Sockeye","58.85","-157.03","Bristol Bay","BS","AK",1963,2014,52,1158.39365384615,6807.49128846154,"A. Munro,2023",NA,NA,NA
"80",80,"Sockeye","Nushagak-Sockeye","58.82","-158.49","Bristol Bay","BS","AK",1963,2014,52,573.037,1950.18351923077,"A. Munro,2023",NA,NA,NA
"81",81,"Sockeye","Igushik-Sockeye","58.82","-158.62","Bristol Bay","BS","AK",1963,2014,52,364.844461538462,856.896826923077,"A. Munro,2023",NA,NA,NA
"82",82,"Sockeye","Wood-Sockeye","58.68","-158.8","Bristol Bay","BS","AK",1963,2014,52,1308.84205769231,4801.46428846154,"A. Munro,2023",NA,NA,NA
"83",83,"Sockeye","Togiak-Sockeye","58.95","-160.45","Bristol Bay","BS","AK",1956,2017,62,188.024725806452,616.452483870968,"A. Munro,2023",NA,NA,NA
"84",84,"Sockeye","Kasilof-Sockeye","60.39","-151.3","Cook Inlet","GOA","AK",1968,2016,49,236.996102040816,779.382571428572,"A. Munro,2023",NA,NA,NA
"85",85,"Sockeye","Kenai-Sockeye","60.54","-151.28","Cook Inlet","GOA","AK",1968,2016,49,893.002306122449,3317.11128571429,"A. Munro,2023",NA,NA,NA
"86",86,"Sockeye","Goodnews-Sockeye","59.11","-161.62","AYK","BS","AK",1981,2015,35,40.5155714285714,63.6430857142857,"A. Munro,2023",NA,NA,NA
"87",87,"Sockeye","Redoubt-Sockeye","56.9","-135.33","Southeast Alaska","SEAK","AK",1982,2016,35,30.9329714285714,44.4864,"A. Munro,2023",NA,NA,NA
"88",88,"Sockeye","Chilkoot-Sockeye","58.92","-135.23","Southeast Alaska","SEAK","AK",1976,2016,41,68.4696585365854,162.320609756098,"A. Munro,2023",NA,NA,NA
"89",89,"Sockeye","Upper Station Late sockeye-Sockeye","57.06","-154.36","Kodiak","GOA","AK",1970,2015,46,167.530891304348,411.437282608696,"A. Munro,2023",NA,NA,NA
"90",90,"Sockeye","Upper Station Early Sockeye-Sockeye","57.06","-154.36","Kodiak","GOA","AK",1969,2015,47,49.2093191489362,95.5893617021277,"A. Munro,2023",NA,NA,NA
"91",91,"Sockeye","Ayakulik-Sockeye","57.2","-154.54","Kodiak","GOA","AK",1966,2015,50,265.34694,536.50786,"A. Munro,2023",NA,NA,NA
"92",92,"Sockeye","Karluk Late-Sockeye","57.57","-154.45","Kodiak","GOA","AK",1982,2015,34,412.468764705882,790.848205882353,"A. Munro,2023",NA,NA,NA
"93",93,"Sockeye","Karluk Early-Sockeye","57.57","-154.45","Kodiak","GOA","AK",1982,2015,34,259.103264705882,402.073117647059,"A. Munro,2023",NA,NA,NA
"94",94,"Sockeye","Chignik Early-Sockeye","56.28","-158.64","Chignik","GOA","AK",1983,2015,33,460.246939393939,1163.56087878788,"A. Munro,2023",NA,NA,NA
"95",95,"Sockeye","Chignik Late-Sockeye","56.28","-158.64","Chignik","GOA","AK",1983,2015,33,314.871515151515,943.161090909091,"A. Munro,2023",NA,NA,NA
"96",96,"Sockeye","Bear-Sockeye","56.16","-160.45","AYK","BS","AK",1982,2015,34,155.827,551.347352941176,"A. Munro,2023",NA,NA,NA
"97",97,"Sockeye","Nelson-Sockeye","55.96","-161.28","AYK","BS","AK",1982,2015,34,221.086176470588,484.530882352941,"A. Munro,2023",NA,NA,NA
"98",98,"Sockeye","Great Central Lake-Sockeye","49.24","-124.8","Vancouver Island","WC","BC",1977,2016,40,190.08655726725,1383.228,"Colin Bailey, DFO, 2023",NA,NA,NA
"99",99,"Sockeye","Sproat Lake-Sockeye","49.24","-124.8","Vancouver Island","WC","BC",1977,2016,40,190.08655726725,380.05145,"Colin Bailey, DFO, 2023",NA,NA,NA
"100",100,"Chum","Willapa Bay-Chum","46.3733","-123.9575","Outside WA","WC","WA",1968,2016,49,32.0565918367347,53.594387755102,"Marisa Litz, WDFW, 2023",NA,"","1"
"101",101,"Chum","Grays Harbour-Chum","46.95083","-124.0497","Outside WA","WC","WA",1969,2016,44,21.8369090909091,38.8251363636364,"Marisa Litz, WDFW, 2023",NA,"","1"
"102",102,"Chum","S Sound Summer-Chum","47.042","-122.835","Inside WA","WC","WA",1968,2016,49,28.1697346938776,44.8353673469388,"Marisa Litz, WDFW, 2023",NA,"","1"
"103",103,"Chum","S Sound Fall-Chum","47.042","-122.835","Inside WA","WC","WA",1968,2016,49,133.023571428571,356.97306122449,"Marisa Litz, WDFW, 2023",NA,"","1"
"104",104,"Chum","S Sound Winter-Chum","47.042","-122.835","Inside WA","WC","WA",1968,2016,49,35.1217551020408,56.0141836734694,"Marisa Litz, WDFW, 2023",NA,"","1"
"105",105,"Chum","Hood Canal-Chum","47.5644","-122.9956","Inside WA","WC","WA",1968,2016,49,58.9821428571429,189.103367346939,"Marisa Litz, WDFW, 2023",NA,"","1"
"106",106,"Chum","Port Susan-Chum","48.23861","-122.3758","Inside WA","WC","WA",1968,2016,49,72.757612244898,116.500040816327,"Marisa Litz, WDFW, 2023",NA,"Sum of Stillaguamish and Snohomish stocks","1"
"107",107,"Chum","Skagit-Chum","48.3875","-122.3656","Inside WA","WC","WA",1968,2016,49,61.2028367346939,98.2711836734694,"Marisa Litz, WDFW, 2023",NA,"","1"
"108",108,"Chum","Bellingham-Chum","48.775","-122.5978","Inside WA","WC","WA",1968,2016,49,33.8585306122449,64.0632448979592,"Marisa Litz, WDFW, 2023",NA,"Sum of Nooksack and Samish stocks","1"
"109",109,"Chum","Strait of Juan de Fuca-Chum","48.1618","-123.59","Inside WA","WC","WA",1968,2016,49,2.41,2.8059387755102,"Salmon Watersheds Program, PSF, 2022",NA,NA,"1"
"110",110,"Chum","Fraser-Chum","49.12333","-123.0569","South Coast","WC","BC",1959,1992,34,420.845970588235,886.185157544118,"Ryall, P., C. Murray, V. Palermo, D. Bailey, and D. Chen. 1999. Status of Clockwork Chum Salmon Stock and Review of the Clockwork Management Strategy. Technical report, Canadian Department of Fisheries and Oceans, Canadian Stock Assessment Secretariat Research Document 99/169",NA,"","1"
"111",111,"Chum","BC South (no Fraser)-Chum","50.28778","-125.2008","South Coast","WC","BC",1953,2002,50,799.0815,1310.96352,"Pieter Van Will, Fisheries and Oceans Canada (DFO), Port Hardy, BC; Van Will, P., R. Brahniuk, L. Hop Wo, and G. Pestal. 2009. Certification Unit Profile: Inner South Coast Chum Salmon (Excluding Fraser River). Technical report, Canadian Manuscript Report of Fisheries and Aquatic Sciences 2876",NA,"Statistical Areas 11-17, 28A, 28B, 29B","0"
"112",112,"Chum","Kadashan-Chum","57.575","-134.75","SEAK","SEAK","AK",1969,1984,16,27.237,60.5985625,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK",NA,"","0"
"113",113,"Chum","Chilkat-Chum","59.201231","-135.466669","SEAK","SEAK","AK",1994,2005,12,173.178083333333,353.180609108333,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK",NA,"","0"
"114",114,"Chum","East Alsek-Chum","59.434","-139.547","Yakutat","SEAK","AK",1960,1987,21,11.8,22.9854285714286,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK",NA,"","0"
"115",115,"Chum","PWS-Chum","60.5","-147","PWS","GOA","AK",1965,2004,40,200.069475,1434.284625,"Botz, J., G. Hollowell, T. Sheridan, R. Brenner, and S. Moffitt. 2012. 2010 Prince William Sound Area Finfish Management Report. Technical report, Fishery Management Report No. 12-06, Alaska Department of Fish and Game",NA,"","0"
"116",116,"Chum","Kamishak-Chum","59.27","-154.1175","Cook Inlet","GOA","AK",1971,2006,34,91.2323529411765,147.212088235294,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK; Hollowell, G., T. Otis, and E. Ford. 2012. 2011 Lower Cook Inlet area finfish management report. Technical report, Fishery Management Report No. 12-30, Alaska Department of Fish and Game",NA,"","0"
"117",117,"Chum","Outer CIn-Chum","59.38389","-150.7528","Cook Inlet","GOA","AK",1970,2006,37,27.4081081081081,55.4262432432432,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK; Hollowell, G., T. Otis, and E. Ford. 2012. 2011 Lower Cook Inlet area finfish management report. Technical report, Fishery Management Report No. 12-30, Alaska Department of Fish and Game",NA,"","0"
"118",118,"Chum","S CIn-Chum","59.52528","-151.48","Cook Inlet","GOA","AK",1970,2006,37,2.88108108108108,8.01621621621622,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK; Hollowell, G., T. Otis, and E. Ford. 2012. 2011 Lower Cook Inlet area finfish management report. Technical report, Fishery Management Report No. 12-30, Alaska Department of Fish and Game",NA,"","0"
"119",119,"Chum","Upper CIn-Chum","61.271","-150.576","Cook Inlet","GOA","AK",1971,2008,35,9.13017142857143,18.0400285714286,"Patrick Shields, Alaska Department of Fish and Game (ADFG), Soldotna, AK",NA,"","0"
"120",120,"Chum","Alitak-Chum","56.88528","-154.1217","Kodiak","GOA","AK",1978,2007,30,43.7191,102.212233333333,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,"","0"
"121",121,"Chum","E Kod-Chum","57.089858","-153.187928","Kodiak","GOA","AK",1978,2007,30,93.9816,240.925,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,"","0"
"122",122,"Chum","SW Kod-Chum","57.264508","-154.613211","Kodiak","GOA","AK",1978,2007,30,44.9189,65.542,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,"","0"
"123",123,"Chum","NE Kod-Chum","57.77889","-152.3592","Kodiak","GOA","AK",1978,2007,30,14.9617333333333,31.2880666666667,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,"","0"
"124",124,"Chum","NW Kod-Chum","57.856839","-153.882906","Kodiak","GOA","AK",1978,2007,30,94.0711,360.196966666667,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,"","0"
"125",125,"Chum","Mainland Kod-Chum","58.03333","-154.6644","Kodiak","GOA","AK",1978,2007,30,205.6781,348.322633333333,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,"","0"
"126",126,"Chum","Perryville-Chum","55.85417","-159.3314","Chignik","GOA","AK",1962,2007,46,49.6276739130435,72.6383695652174,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,"","0"
"127",127,"Chum","W Chig-Chum","56.06667","-158.6756","Chignik","GOA","AK",1962,2007,46,36.9985217391304,104.257195652174,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,"","0"
"128",128,"Chum","Central Chig-Chum","56.59639","-157.9933","Chignik","GOA","AK",1962,2007,46,34.5883913043478,73.506347826087,"Charles Russell, Alaska Department of Fish and Game (ADFG), Kodiak, AK; Owen, D. and D. Sarafin. 1999. Chignik Management Area Annual Finfish Management Report, 1996. Technical report, Regional Information Report No. 4K99-33, Alaska Department of Fish and Game ",NA,"","0"
